"Dataframe_id"	"Subject_id"	"Activity"	" timeBodyAcc-mean()-X"	" timeBodyAcc-mean()-Y"	" timeBodyAcc-mean()-Z"	" timeGravityAcc-mean()-X"	" timeGravityAcc-mean()-Y"	" timeGravityAcc-mean()-Z"	" timeBodyAccJerk-mean()-X"	" timeBodyAccJerk-mean()-Y"	" timeBodyAccJerk-mean()-Z"	" timeBodyGyro-mean()-X"	" timeBodyGyro-mean()-Y"	" timeBodyGyro-mean()-Z"	" timeBodyGyroJerk-mean()-X"	" timeBodyGyroJerk-mean()-Y"	" timeBodyGyroJerk-mean()-Z"	" timeBodyAccMag-mean()"	" timeGravityAccMag-mean()"	" timeBodyAccJerkMag-mean()"	" timeBodyGyroMag-mean()"	" timeBodyGyroJerkMag-mean()"	" freqBodyAcc-mean()-X"	" freqBodyAcc-mean()-Y"	" freqBodyAcc-mean()-Z"	" freqBodyAccJerk-mean()-X"	" freqBodyAccJerk-mean()-Y"	" freqBodyAccJerk-mean()-Z"	" freqBodyGyro-mean()-X"	" freqBodyGyro-mean()-Y"	" freqBodyGyro-mean()-Z"	" freqBodyAccMag-mean()"	" freqBodyBodyAccJerkMag-mean()"	" freqBodyBodyGyroMag-mean()"	" freqBodyBodyGyroJerkMag-mean()"	" timeBodyAcc-std()-X"	" timeBodyAcc-std()-Y"	" timeBodyAcc-std()-Z"	" timeGravityAcc-std()-X"	" timeGravityAcc-std()-Y"	" timeGravityAcc-std()-Z"	" timeBodyAccJerk-std()-X"	" timeBodyAccJerk-std()-Y"	" timeBodyAccJerk-std()-Z"	" timeBodyGyro-std()-X"	" timeBodyGyro-std()-Y"	" timeBodyGyro-std()-Z"	" timeBodyGyroJerk-std()-X"	" timeBodyGyroJerk-std()-Y"	" timeBodyGyroJerk-std()-Z"	" timeBodyAccMag-std()"	" timeGravityAccMag-std()"	" timeBodyAccJerkMag-std()"	" timeBodyGyroMag-std()"	" timeBodyGyroJerkMag-std()"	" freqBodyAcc-std()-X"	" freqBodyAcc-std()-Y"	" freqBodyAcc-std()-Z"	" freqBodyAccJerk-std()-X"	" freqBodyAccJerk-std()-Y"	" freqBodyAccJerk-std()-Z"	" freqBodyGyro-std()-X"	" freqBodyGyro-std()-Y"	" freqBodyGyro-std()-Z"	" freqBodyAccMag-std()"	" freqBodyBodyAccJerkMag-std()"	" freqBodyBodyGyroMag-std()"	" freqBodyBodyGyroJerkMag-std()"
1	4	"walking_downst."	"2.7997e-01"	"-9.8020e-03"	"-1.0678e-01"	"9.4773e-01"	"-6.2085e-02"	"1.4871e-01"	"9.7186e-02"	"5.6378e-03"	"-7.2914e-03"	"-1.0284e-01"	"-7.0403e-02"	"5.9264e-02"	"-9.2128e-02"	"-3.4843e-02"	"-4.9284e-02"	"-4.9162e-02"	"-4.9162e-02"	"-2.2885e-01"	"-3.4661e-01"	"-5.9284e-01"	"-7.2239e-02"	"-1.2961e-01"	"-4.9468e-01"	"-1.6163e-01"	"-1.7294e-01"	"-5.8392e-01"	"-2.4030e-01"	"-7.1755e-01"	"-3.1831e-01"	"-1.9074e-02"	"-1.7530e-01"	"-4.2921e-01"	"-6.2175e-01"	"1.1194e-02"	"-2.1860e-01"	"-4.7919e-01"	"-9.5526e-01"	"-9.3207e-01"	"-9.3775e-01"	"-1.4576e-01"	"-1.4624e-01"	"-6.2665e-01"	"-3.7024e-01"	"-6.9945e-01"	"-4.9848e-01"	"-3.9600e-01"	"-8.1686e-01"	"-3.2578e-01"	"-8.1956e-02"	"-8.1956e-02"	"-2.1686e-01"	"-3.8057e-01"	"-6.3708e-01"	"3.9010e-02"	"-3.2253e-01"	"-5.1269e-01"	"-2.0825e-01"	"-1.7720e-01"	"-6.6887e-01"	"-4.1492e-01"	"-6.9152e-01"	"-6.2166e-01"	"-2.6364e-01"	"-2.8043e-01"	"-4.5767e-01"	"-6.8547e-01"
1	4	"walking_upst."	"2.7088e-01"	"-3.1980e-02"	"-1.1422e-01"	"9.4626e-01"	"-2.3294e-01"	"8.4168e-02"	"5.6097e-02"	"2.3402e-02"	"3.4028e-03"	"3.9383e-02"	"-8.5947e-02"	"8.4375e-02"	"-1.3147e-01"	"-3.9051e-02"	"-7.2250e-02"	"-1.5370e-01"	"-1.5370e-01"	"-4.0092e-01"	"-2.9978e-01"	"-6.8698e-01"	"-2.9449e-01"	"-1.1711e-01"	"-5.2466e-01"	"-4.1830e-01"	"-2.9781e-01"	"-6.9011e-01"	"-3.7107e-01"	"-6.8431e-01"	"-3.5077e-01"	"-2.7683e-01"	"-3.9741e-01"	"-5.7579e-01"	"-7.4075e-01"	"-2.0493e-01"	"-6.6690e-02"	"-3.7214e-01"	"-9.5850e-01"	"-9.2338e-01"	"-9.1962e-01"	"-3.8049e-01"	"-2.8154e-01"	"-7.2650e-01"	"-4.5443e-01"	"-5.5119e-01"	"-3.6081e-01"	"-5.3367e-01"	"-8.4072e-01"	"-5.5624e-01"	"-2.1201e-01"	"-2.1201e-01"	"-4.3726e-01"	"-5.1097e-01"	"-7.5527e-01"	"-1.7322e-01"	"-1.0143e-01"	"-3.4511e-01"	"-3.9676e-01"	"-3.1453e-01"	"-7.6277e-01"	"-4.8355e-01"	"-4.8982e-01"	"-4.2453e-01"	"-3.0101e-01"	"-4.9732e-01"	"-5.5249e-01"	"-7.9421e-01"
1	9	"laying"	"2.5920e-01"	"-2.0527e-02"	"-1.0755e-01"	"-5.8025e-01"	"-1.1915e-01"	"9.5787e-01"	"8.8073e-02"	"1.1562e-02"	"-7.0537e-03"	"-1.3632e-02"	"-1.5890e-01"	"1.0128e-01"	"-1.0385e-01"	"-2.7552e-02"	"-5.6949e-02"	"-9.3087e-01"	"-9.3087e-01"	"-9.6337e-01"	"-9.0713e-01"	"-9.6452e-01"	"-9.4687e-01"	"-9.3437e-01"	"-9.4592e-01"	"-9.6430e-01"	"-9.6408e-01"	"-9.5591e-01"	"-9.3030e-01"	"-9.3458e-01"	"-9.5982e-01"	"-9.2660e-01"	"-9.5432e-01"	"-9.1861e-01"	"-9.5581e-01"	"-9.4233e-01"	"-9.1629e-01"	"-9.4071e-01"	"-9.2182e-01"	"-9.6999e-01"	"-9.7120e-01"	"-9.6474e-01"	"-9.6400e-01"	"-9.5856e-01"	"-9.4225e-01"	"-9.2662e-01"	"-9.6160e-01"	"-9.4533e-01"	"-9.6217e-01"	"-9.7708e-01"	"-9.1513e-01"	"-9.1513e-01"	"-9.5503e-01"	"-8.9856e-01"	"-9.5280e-01"	"-9.4098e-01"	"-9.1284e-01"	"-9.4197e-01"	"-9.6860e-01"	"-9.6663e-01"	"-9.5971e-01"	"-9.4639e-01"	"-9.2313e-01"	"-9.6569e-01"	"-9.2193e-01"	"-9.5509e-01"	"-9.0340e-01"	"-9.5229e-01"
1	9	"sitting"	"2.4833e-01"	"-2.7017e-02"	"-7.5378e-02"	"9.1632e-01"	"-4.1426e-02"	"8.5263e-02"	"7.7005e-02"	"9.8174e-03"	"-8.6747e-03"	"-4.2329e-02"	"-4.1427e-02"	"8.0792e-02"	"-9.3071e-02"	"-4.6663e-02"	"-5.2841e-02"	"-8.9336e-01"	"-8.9336e-01"	"-9.6438e-01"	"-9.0324e-01"	"-9.7336e-01"	"-9.5941e-01"	"-9.1168e-01"	"-8.9220e-01"	"-9.6560e-01"	"-9.5801e-01"	"-9.5753e-01"	"-9.5032e-01"	"-9.3969e-01"	"-9.4031e-01"	"-8.9772e-01"	"-9.5305e-01"	"-9.3444e-01"	"-9.6832e-01"	"-9.5723e-01"	"-8.7514e-01"	"-8.3200e-01"	"-9.5528e-01"	"-9.4645e-01"	"-8.8585e-01"	"-9.6454e-01"	"-9.5678e-01"	"-9.6189e-01"	"-9.5902e-01"	"-9.1919e-01"	"-9.3018e-01"	"-9.6453e-01"	"-9.7193e-01"	"-9.6874e-01"	"-8.6376e-01"	"-8.6376e-01"	"-9.5178e-01"	"-9.0661e-01"	"-9.6636e-01"	"-9.5690e-01"	"-8.6761e-01"	"-8.1800e-01"	"-9.6666e-01"	"-9.5852e-01"	"-9.6494e-01"	"-9.6184e-01"	"-9.1058e-01"	"-9.3419e-01"	"-8.6917e-01"	"-9.4939e-01"	"-9.0647e-01"	"-9.6600e-01"
1	9	"standing"	"2.8231e-01"	"-2.0045e-02"	"-9.5275e-02"	"9.6132e-01"	"-1.0384e-02"	"9.1477e-03"	"7.6003e-02"	"1.3070e-02"	"-4.7008e-03"	"-2.9183e-02"	"-6.0810e-02"	"9.9241e-02"	"-9.5898e-02"	"-4.1920e-02"	"-5.7574e-02"	"-9.4517e-01"	"-9.4517e-01"	"-9.6952e-01"	"-9.2103e-01"	"-9.6982e-01"	"-9.7166e-01"	"-9.4485e-01"	"-9.4169e-01"	"-9.7131e-01"	"-9.6262e-01"	"-9.6713e-01"	"-9.1697e-01"	"-9.5451e-01"	"-9.4151e-01"	"-9.4633e-01"	"-9.6324e-01"	"-9.2977e-01"	"-9.6749e-01"	"-9.7574e-01"	"-9.3864e-01"	"-9.1930e-01"	"-9.8910e-01"	"-9.7257e-01"	"-9.3225e-01"	"-9.6997e-01"	"-9.6385e-01"	"-9.7058e-01"	"-9.2199e-01"	"-9.4605e-01"	"-9.3989e-01"	"-9.4911e-01"	"-9.7504e-01"	"-9.6973e-01"	"-9.3611e-01"	"-9.3611e-01"	"-9.6376e-01"	"-9.0829e-01"	"-9.6529e-01"	"-9.7758e-01"	"-9.3879e-01"	"-9.1390e-01"	"-9.7128e-01"	"-9.6823e-01"	"-9.7259e-01"	"-9.2474e-01"	"-9.4195e-01"	"-9.4494e-01"	"-9.4027e-01"	"-9.6359e-01"	"-9.1091e-01"	"-9.6477e-01"
1	9	"walking"	"2.7850e-01"	"-1.8089e-02"	"-1.1082e-01"	"9.5187e-01"	"-3.1434e-02"	"-1.1586e-01"	"7.0436e-02"	"2.1226e-02"	"4.1476e-03"	"-8.0836e-02"	"-6.2560e-02"	"1.1163e-01"	"-8.0920e-02"	"-3.5628e-02"	"-6.3341e-02"	"-9.8084e-02"	"-9.8084e-02"	"-2.0373e-01"	"-2.9454e-01"	"-5.1025e-01"	"-2.9471e-01"	"-2.5768e-01"	"-2.5081e-01"	"-3.1427e-01"	"-3.6771e-01"	"-3.9954e-01"	"-3.8368e-01"	"-4.3691e-01"	"-2.4022e-01"	"-3.1880e-01"	"-3.1687e-01"	"-5.1380e-01"	"-6.0258e-01"	"-2.3835e-01"	"-2.0170e-01"	"-5.7964e-02"	"-9.8097e-01"	"-9.7124e-01"	"-9.5552e-01"	"-2.0673e-01"	"-2.7693e-01"	"-4.0976e-01"	"-4.7616e-01"	"-4.6705e-01"	"-2.6568e-01"	"-5.2699e-01"	"-5.4920e-01"	"-4.5788e-01"	"-3.7943e-01"	"-3.7943e-01"	"-3.1711e-01"	"-4.8973e-01"	"-5.9987e-01"	"-2.1802e-01"	"-2.2397e-01"	"-3.3797e-02"	"-1.7023e-01"	"-2.2838e-01"	"-4.1910e-01"	"-5.0740e-01"	"-4.9099e-01"	"-3.4237e-01"	"-5.1389e-01"	"-3.2234e-01"	"-5.6271e-01"	"-6.2435e-01"
1	9	"walking_downst."	"2.9592e-01"	"-2.0399e-02"	"-9.1028e-02"	"9.3842e-01"	"-3.5230e-02"	"-8.2276e-02"	"1.3019e-01"	"-2.0687e-02"	"2.6257e-03"	"-9.1638e-02"	"-7.1260e-02"	"1.1680e-01"	"-9.4591e-02"	"-5.9761e-02"	"-6.7808e-02"	"1.4589e-01"	"1.4589e-01"	"-1.6238e-01"	"-1.6892e-01"	"-4.6903e-01"	"1.0313e-01"	"-1.8312e-01"	"-1.0371e-01"	"-6.4535e-02"	"-3.1364e-01"	"-2.9368e-01"	"-3.2504e-01"	"-3.1251e-01"	"-2.5069e-01"	"2.2220e-01"	"7.1688e-03"	"-3.4754e-01"	"-4.6317e-01"	"2.1339e-01"	"-2.0831e-01"	"-7.7153e-03"	"-9.5214e-01"	"-9.3631e-01"	"-8.7664e-01"	"1.7623e-02"	"-3.0944e-01"	"-3.5951e-01"	"-3.9643e-01"	"-3.4077e-01"	"-2.7969e-01"	"-5.0967e-01"	"-4.4860e-01"	"-4.1724e-01"	"2.6512e-01"	"2.6512e-01"	"3.9908e-02"	"-3.2233e-01"	"-4.5586e-01"	"2.5049e-01"	"-2.7356e-01"	"-3.4949e-02"	"9.3822e-03"	"-3.5598e-01"	"-4.2538e-01"	"-4.2356e-01"	"-3.6428e-01"	"-3.5656e-01"	"8.8867e-02"	"7.0553e-02"	"-4.2417e-01"	"-4.8516e-01"
1	9	"walking_upst."	"2.6244e-01"	"-1.9510e-02"	"-1.2522e-01"	"9.0265e-01"	"-3.7795e-02"	"-2.6601e-01"	"6.9227e-02"	"1.2661e-03"	"7.6605e-03"	"-1.6397e-01"	"-4.1259e-02"	"1.4569e-01"	"-6.8469e-02"	"-3.0280e-02"	"-2.3633e-02"	"-2.6073e-01"	"-2.6073e-01"	"-4.4067e-01"	"-8.3323e-02"	"-6.7284e-01"	"-3.4274e-01"	"-4.0502e-01"	"-3.8471e-01"	"-4.0204e-01"	"-6.0850e-01"	"-6.1513e-01"	"-3.1394e-01"	"-4.9916e-01"	"-3.2770e-01"	"-3.7289e-01"	"-4.1953e-01"	"-5.3148e-01"	"-7.3416e-01"	"-3.6144e-01"	"-3.0221e-01"	"-2.5343e-01"	"-9.5438e-01"	"-9.0132e-01"	"-8.9407e-01"	"-3.3529e-01"	"-5.8615e-01"	"-6.4730e-01"	"-3.4398e-01"	"-4.0086e-01"	"-1.3818e-01"	"-6.6042e-01"	"-7.0860e-01"	"-6.5711e-01"	"-4.0022e-01"	"-4.0022e-01"	"-4.4549e-01"	"-4.2584e-01"	"-7.4865e-01"	"-3.6982e-01"	"-2.9764e-01"	"-2.4408e-01"	"-3.2742e-01"	"-5.9011e-01"	"-6.7783e-01"	"-3.6163e-01"	"-3.5203e-01"	"-1.6555e-01"	"-5.0993e-01"	"-4.8494e-01"	"-4.5684e-01"	"-7.8778e-01"
1	10	"laying"	"2.8023e-01"	"-2.4294e-02"	"-1.1717e-01"	"-4.5307e-01"	"-1.3930e-01"	"-3.1122e-02"	"7.3815e-02"	"1.5699e-02"	"7.1669e-03"	"-1.9556e-02"	"-7.7033e-02"	"1.0472e-01"	"-1.0031e-01"	"-3.8880e-02"	"-5.9074e-02"	"-9.5678e-01"	"-9.5678e-01"	"-9.7623e-01"	"-9.3759e-01"	"-9.7083e-01"	"-9.6918e-01"	"-9.5434e-01"	"-9.6430e-01"	"-9.7901e-01"	"-9.6804e-01"	"-9.7259e-01"	"-9.5379e-01"	"-9.5467e-01"	"-9.6976e-01"	"-9.5085e-01"	"-9.6856e-01"	"-9.3769e-01"	"-9.6098e-01"	"-9.6828e-01"	"-9.4645e-01"	"-9.5947e-01"	"-9.5453e-01"	"-9.6670e-01"	"-9.6305e-01"	"-9.7801e-01"	"-9.6693e-01"	"-9.7626e-01"	"-9.6171e-01"	"-9.5366e-01"	"-9.7194e-01"	"-9.6590e-01"	"-9.6662e-01"	"-9.8395e-01"	"-9.4030e-01"	"-9.4030e-01"	"-9.6756e-01"	"-9.2747e-01"	"-9.5963e-01"	"-9.6797e-01"	"-9.4623e-01"	"-9.5981e-01"	"-9.7890e-01"	"-9.6812e-01"	"-9.7858e-01"	"-9.6454e-01"	"-9.5345e-01"	"-9.7530e-01"	"-9.4430e-01"	"-9.6538e-01"	"-9.3370e-01"	"-9.6077e-01"
1	10	"sitting"	"2.7061e-01"	"-1.5043e-02"	"-1.0425e-01"	"7.9189e-01"	"-4.1261e-02"	"2.0253e-01"	"7.7537e-02"	"8.9788e-03"	"-4.9957e-03"	"-4.3243e-02"	"-6.7999e-02"	"7.4596e-02"	"-9.3156e-02"	"-4.1122e-02"	"-4.8941e-02"	"-9.6076e-01"	"-9.6076e-01"	"-9.8805e-01"	"-9.4420e-01"	"-9.9371e-01"	"-9.8494e-01"	"-9.4045e-01"	"-9.7464e-01"	"-9.8937e-01"	"-9.8096e-01"	"-9.8606e-01"	"-9.8648e-01"	"-9.8618e-01"	"-9.6540e-01"	"-9.5528e-01"	"-9.8590e-01"	"-9.7446e-01"	"-9.9219e-01"	"-9.8290e-01"	"-9.1798e-01"	"-9.6783e-01"	"-9.7313e-01"	"-9.3569e-01"	"-9.6690e-01"	"-9.8895e-01"	"-9.8076e-01"	"-9.8826e-01"	"-9.8887e-01"	"-9.8437e-01"	"-9.6045e-01"	"-9.9233e-01"	"-9.9258e-01"	"-9.9026e-01"	"-9.3967e-01"	"-9.3967e-01"	"-9.8521e-01"	"-9.6306e-01"	"-9.9170e-01"	"-9.8224e-01"	"-9.1284e-01"	"-9.6612e-01"	"-9.8955e-01"	"-9.8205e-01"	"-9.8911e-01"	"-9.8971e-01"	"-9.8358e-01"	"-9.6242e-01"	"-9.4151e-01"	"-9.8327e-01"	"-9.6246e-01"	"-9.9141e-01"
1	10	"standing"	"2.7665e-01"	"-1.5542e-02"	"-1.0796e-01"	"9.5401e-01"	"-4.3160e-02"	"3.4698e-02"	"8.0978e-02"	"1.1901e-02"	"-4.8584e-03"	"-2.8185e-02"	"-8.7682e-02"	"1.0325e-01"	"-1.0475e-01"	"-3.7159e-02"	"-5.8416e-02"	"-9.5199e-01"	"-9.5199e-01"	"-9.6516e-01"	"-9.2979e-01"	"-9.7164e-01"	"-9.7010e-01"	"-9.2338e-01"	"-9.5527e-01"	"-9.6357e-01"	"-9.4219e-01"	"-9.7224e-01"	"-9.2401e-01"	"-9.6032e-01"	"-9.5092e-01"	"-9.4011e-01"	"-9.5163e-01"	"-9.3779e-01"	"-9.6561e-01"	"-9.7840e-01"	"-9.1956e-01"	"-9.4127e-01"	"-9.9126e-01"	"-9.7541e-01"	"-9.5958e-01"	"-9.6431e-01"	"-9.4133e-01"	"-9.7643e-01"	"-9.2990e-01"	"-9.5886e-01"	"-9.5368e-01"	"-9.5037e-01"	"-9.7645e-01"	"-9.6905e-01"	"-9.3726e-01"	"-9.3726e-01"	"-9.5206e-01"	"-9.2049e-01"	"-9.6441e-01"	"-9.8295e-01"	"-9.2186e-01"	"-9.3810e-01"	"-9.6861e-01"	"-9.4485e-01"	"-9.7943e-01"	"-9.3227e-01"	"-9.5840e-01"	"-9.5890e-01"	"-9.4505e-01"	"-9.5211e-01"	"-9.2296e-01"	"-9.6506e-01"
1	10	"walking"	"2.7857e-01"	"-1.7022e-02"	"-1.0906e-01"	"9.6309e-01"	"-8.3828e-02"	"5.4928e-02"	"8.5794e-02"	"4.0825e-03"	"-1.6295e-02"	"1.0689e-02"	"-8.1954e-02"	"9.8670e-02"	"-1.2271e-01"	"-5.1920e-02"	"-6.1126e-02"	"-1.2740e-01"	"-1.2740e-01"	"-1.3262e-01"	"-1.5646e-01"	"-4.4036e-01"	"-1.1419e-01"	"5.3391e-02"	"-4.1218e-01"	"-1.0794e-01"	"3.0905e-02"	"-4.6402e-01"	"-2.7791e-01"	"-3.4521e-01"	"-1.0853e-01"	"-9.3024e-02"	"2.0519e-02"	"-4.1262e-01"	"-5.1507e-01"	"-1.7871e-01"	"-2.2743e-02"	"-3.9565e-01"	"-9.7444e-01"	"-9.7111e-01"	"-9.5786e-01"	"-5.2199e-02"	"7.5080e-02"	"-5.1166e-01"	"-4.1421e-01"	"-2.5085e-01"	"-1.7452e-01"	"-3.6606e-01"	"-5.0968e-01"	"-3.2908e-01"	"-1.8560e-01"	"-1.8560e-01"	"3.7608e-02"	"-4.0203e-01"	"-5.0103e-01"	"-2.0637e-01"	"-1.2978e-01"	"-4.3530e-01"	"-7.9152e-02"	"4.8487e-02"	"-5.5851e-01"	"-4.5829e-01"	"-2.0439e-01"	"-2.7329e-01"	"-3.7047e-01"	"5.0209e-02"	"-4.9976e-01"	"-5.1768e-01"
1	10	"walking_downst."	"2.9040e-01"	"-2.0005e-02"	"-1.1085e-01"	"9.3981e-01"	"-6.4616e-02"	"4.1872e-02"	"1.0096e-01"	"1.0782e-02"	"1.5262e-04"	"-1.2484e-01"	"-1.0674e-01"	"7.2443e-02"	"-6.4376e-02"	"-4.8938e-02"	"-7.2041e-02"	"2.5084e-01"	"2.5084e-01"	"5.0701e-02"	"-2.3847e-02"	"-4.0185e-01"	"2.1567e-01"	"9.0466e-03"	"-1.5773e-01"	"1.8142e-01"	"-1.1950e-01"	"-2.4068e-01"	"-2.1435e-01"	"-2.7250e-01"	"3.9137e-02"	"2.2012e-01"	"1.5698e-01"	"-3.1235e-01"	"-4.8420e-01"	"2.9573e-01"	"4.0792e-03"	"-1.8356e-01"	"-9.3927e-01"	"-9.3700e-01"	"-9.0209e-01"	"2.2328e-01"	"-1.0502e-01"	"-3.1819e-01"	"-3.0475e-01"	"-3.1141e-01"	"-3.5302e-02"	"-4.1699e-01"	"-4.7165e-01"	"-2.2714e-01"	"1.5700e-01"	"1.5700e-01"	"1.1088e-01"	"-2.8038e-01"	"-4.9411e-01"	"3.2496e-01"	"-6.3334e-02"	"-2.6869e-01"	"1.5691e-01"	"-1.5336e-01"	"-3.9615e-01"	"-3.3951e-01"	"-3.4324e-01"	"-1.5039e-01"	"-6.1674e-02"	"3.8027e-02"	"-3.8778e-01"	"-5.4499e-01"
1	10	"walking_upst."	"2.6712e-01"	"-1.4385e-02"	"-1.1818e-01"	"9.3186e-01"	"-5.6567e-02"	"2.2753e-02"	"6.4883e-02"	"2.6631e-02"	"-5.1338e-02"	"7.3345e-02"	"-9.5460e-02"	"8.7966e-02"	"-1.5721e-01"	"-3.7235e-02"	"-3.6502e-02"	"-2.6662e-02"	"-2.6662e-02"	"-2.6204e-01"	"4.3857e-02"	"-5.2346e-01"	"-1.3941e-01"	"-3.9069e-02"	"-3.0121e-01"	"-2.0121e-01"	"-2.0687e-01"	"-5.5323e-01"	"-2.1852e-01"	"-2.3586e-01"	"-2.6276e-01"	"-1.6687e-01"	"-1.5355e-01"	"-2.6537e-01"	"-6.0058e-01"	"-1.6159e-01"	"-5.5529e-03"	"-7.3874e-02"	"-9.5922e-01"	"-9.3704e-01"	"-8.6475e-01"	"-1.8722e-01"	"-1.7780e-01"	"-6.0752e-01"	"-3.0853e-01"	"4.1172e-02"	"-3.2051e-01"	"-4.2729e-01"	"-6.0463e-01"	"-4.8224e-01"	"-2.1154e-01"	"-2.1154e-01"	"-2.2601e-01"	"-1.1306e-01"	"-6.1827e-01"	"-1.7196e-01"	"-5.1628e-02"	"-3.4235e-02"	"-2.4760e-01"	"-2.0280e-01"	"-6.6289e-01"	"-3.4130e-01"	"1.7174e-01"	"-4.0382e-01"	"-3.6144e-01"	"-3.3437e-01"	"-1.6697e-01"	"-6.7129e-01"
1	12	"laying"	"2.6011e-01"	"-1.7520e-02"	"-1.0816e-01"	"-3.7859e-01"	"8.0338e-01"	"2.7504e-01"	"8.5430e-02"	"7.7441e-03"	"-4.3715e-03"	"-1.4655e-02"	"-8.3554e-02"	"1.4519e-01"	"-9.9040e-02"	"-4.1068e-02"	"-6.7891e-02"	"-9.4820e-01"	"-9.4820e-01"	"-9.6984e-01"	"-9.3084e-01"	"-9.7107e-01"	"-9.5625e-01"	"-9.5127e-01"	"-9.5472e-01"	"-9.6874e-01"	"-9.6322e-01"	"-9.6715e-01"	"-9.5665e-01"	"-9.5256e-01"	"-9.4567e-01"	"-9.4387e-01"	"-9.6245e-01"	"-9.4550e-01"	"-9.6395e-01"	"-9.5532e-01"	"-9.4907e-01"	"-9.4833e-01"	"-9.3646e-01"	"-9.7440e-01"	"-9.5964e-01"	"-9.6928e-01"	"-9.6264e-01"	"-9.7063e-01"	"-9.6609e-01"	"-9.5387e-01"	"-9.5016e-01"	"-9.6720e-01"	"-9.6590e-01"	"-9.6995e-01"	"-9.3654e-01"	"-9.3654e-01"	"-9.6258e-01"	"-9.3573e-01"	"-9.6201e-01"	"-9.5521e-01"	"-9.5064e-01"	"-9.4838e-01"	"-9.7282e-01"	"-9.6470e-01"	"-9.7271e-01"	"-9.6925e-01"	"-9.5534e-01"	"-9.5642e-01"	"-9.4213e-01"	"-9.6165e-01"	"-9.4037e-01"	"-9.6191e-01"
1	12	"sitting"	"2.7501e-01"	"-1.5789e-02"	"-1.0631e-01"	"9.2623e-01"	"8.3051e-02"	"8.8564e-02"	"7.7128e-02"	"1.0599e-02"	"-2.0458e-03"	"-4.2416e-02"	"-7.5198e-02"	"7.2846e-02"	"-9.4102e-02"	"-3.8748e-02"	"-5.1563e-02"	"-9.5218e-01"	"-9.5218e-01"	"-9.7473e-01"	"-9.4191e-01"	"-9.8039e-01"	"-9.7967e-01"	"-9.4277e-01"	"-9.5463e-01"	"-9.7711e-01"	"-9.6424e-01"	"-9.7555e-01"	"-9.6853e-01"	"-9.6373e-01"	"-9.5572e-01"	"-9.5594e-01"	"-9.7172e-01"	"-9.5851e-01"	"-9.7848e-01"	"-9.8257e-01"	"-9.2858e-01"	"-9.3966e-01"	"-9.8520e-01"	"-9.6364e-01"	"-9.5621e-01"	"-9.7649e-01"	"-9.6405e-01"	"-9.7911e-01"	"-9.7443e-01"	"-9.6050e-01"	"-9.5155e-01"	"-9.7733e-01"	"-9.7935e-01"	"-9.7714e-01"	"-9.4752e-01"	"-9.4752e-01"	"-9.7275e-01"	"-9.4677e-01"	"-9.7826e-01"	"-9.8400e-01"	"-9.2603e-01"	"-9.3592e-01"	"-9.7798e-01"	"-9.6654e-01"	"-9.8141e-01"	"-9.7634e-01"	"-9.5904e-01"	"-9.5477e-01"	"-9.5065e-01"	"-9.7295e-01"	"-9.4846e-01"	"-9.7926e-01"
1	12	"standing"	"2.7741e-01"	"-1.6900e-02"	"-1.0553e-01"	"9.5732e-01"	"-2.1887e-01"	"-3.9538e-02"	"7.4463e-02"	"1.0048e-02"	"-7.8813e-03"	"-3.0003e-02"	"-7.0008e-02"	"7.4257e-02"	"-9.7638e-02"	"-4.0952e-02"	"-4.8286e-02"	"-9.4146e-01"	"-9.4146e-01"	"-9.6879e-01"	"-8.8810e-01"	"-9.6929e-01"	"-9.7647e-01"	"-9.3278e-01"	"-9.4718e-01"	"-9.7197e-01"	"-9.5329e-01"	"-9.7112e-01"	"-8.9029e-01"	"-9.4825e-01"	"-9.5260e-01"	"-9.4522e-01"	"-9.6086e-01"	"-9.0236e-01"	"-9.6306e-01"	"-9.8124e-01"	"-9.2314e-01"	"-9.2068e-01"	"-9.8531e-01"	"-9.7048e-01"	"-9.3953e-01"	"-9.7244e-01"	"-9.5320e-01"	"-9.7556e-01"	"-8.8366e-01"	"-9.4147e-01"	"-9.5036e-01"	"-9.5542e-01"	"-9.7120e-01"	"-9.7369e-01"	"-9.3523e-01"	"-9.3523e-01"	"-9.6268e-01"	"-8.5227e-01"	"-9.6192e-01"	"-9.8365e-01"	"-9.2285e-01"	"-9.1419e-01"	"-9.7558e-01"	"-9.5667e-01"	"-9.7879e-01"	"-8.8439e-01"	"-9.3853e-01"	"-9.5434e-01"	"-9.3974e-01"	"-9.6415e-01"	"-8.5003e-01"	"-9.6291e-01"
